firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
OH-000276,Cooper PLLC,Findlay,Hancock,OH,Estate Planning; Business Formation; Trial Law; Medical Malpractice,1969,143,(330) 827-5943,https://whdsrn.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000277,Brown & Parker Associates,Mansfield,Richland,OH,Probate,2011,24,(614) 391-3142,https://z3i6b32jin.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000278,Anderson & Morris PLLC,Athens,Athens,OH,Energy Law; Litigation; Trial Law; Nonprofit Law,2011,52,(419) 286-2858,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000279,"Lindsey, Phillips & Martinez",Springfield,Clark,OH,Estate Planning; Traffic Law,1978,56,(330) 431-7091,https://ilnin.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000280,"Phillips, Miller & Torres",Youngstown,Mahoning,OH,Real Estate; Environmental Law; Product Liability,2015,77,(937) 377-5318,https://cevoz.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000281,Taylor LLP,Athens,Athens,OH,Civil Litigation; Government Relations; Environmental Law,1982,239,(740) 748-1720,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000282,"Phillips, Garcia & Peterson",Delaware,Delaware,OH,Litigation; Trial Law,1960,12,(740) 961-3151,https://nlo6w8b2.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000283,Wilkinson Legal Services,Worthington,Franklin,OH,Tax Law; Probate; DUI Defense,1963,183,(440) 671-5650,https://f1s7ch.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000284,Lee Partners,Lorain,Lorain,OH,Construction Law; White Collar Crime; Trial Law,1992,219,(330) 326-5607,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000285,Rice Legal Group,Parma,Cuyahoga,OH,Personal Injury,2004,92,(740) 985-4661,https://38cp9e1.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000286,Williams Law Firm,Marion,Marion,OH,Employment Law; Trusts,1987,161,(567) 787-3494,https://w0fgh27.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000287,Mathis & Torres Counsel,Athens,Athens,OH,Energy Law; DUI Defense; Family Law,2011,204,(380) 667-6877,https://kudlbrj8.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000288,Moore & Murphy LLP,Akron,Summit,OH,Commercial Law; Tax Law; Traffic Law,2010,148,(419) 753-5247,https://h4ou2htec.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000289,"Hernandez, Peterson & Reyes",Medina,Medina,OH,Civil Litigation; Administrative Law; Property Law,1977,96,(513) 972-6854,https://g6qtdt.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000290,Jones & Walker PLLC,Canton,Stark,OH,Real Estate,2018,10,(567) 597-9274,https://vdb28jjjo.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000291,Lewis & Harris Law Group,Chillicothe,Ross,OH,Securities Law; Employment Law; Bankruptcy; Property Law,2009,101,(937) 551-6185,https://52jmnn80.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000292,Walker & Campbell Counsel,Marietta,Washington,OH,Estate Planning; Healthcare Law,2008,190,(937) 649-4989,https://hw6vj38qbd.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000293,Davis & Mathis LLP,Bowling Green,Wood,OH,Business Formation,1988,7,(330) 685-7369,https://gu3r9.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000294,Hall & Clark Law Firm,Tiffin,Seneca,OH,Securities Law,2009,134,(937) 232-7403,https://mtk78l.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000295,Reyes Counsel,Canton,Stark,OH,Energy Law,2021,54,(740) 871-1288,https://1jn2y.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000296,Morris Law Firm,Worthington,Franklin,OH,DUI Defense; Workers Compensation; Compliance; Probate,1960,70,(567) 268-1693,https://mowksuu1.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000297,Wilson & Smith Law Firm,Zanesville,Muskingum,OH,Debt Relief; Business Formation; Construction Law; Traffic Law,1996,94,(937) 425-6913,https://plfl4hukp.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000298,"Jones, Wilkinson & Jones",Chillicothe,Ross,OH,Visa Matters; Intellectual Property; Criminal Law,1974,18,(740) 554-9967,https://vkq81d1mp.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000299,Cooper Legal Services,Mansfield,Richland,OH,Nonprofit Law; Patent Law,2013,231,(440) 439-5380,https://nqaxgnfqy.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000300,Taylor & Hernandez Law Firm,Marion,Marion,OH,Energy Law,1996,82,(380) 907-4523,https://zczah.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000301,Medina & King LLP,Medina,Medina,OH,Environmental Law; Bankruptcy,1976,45,(440) 851-5660,https://pqu7r.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000302,"Morris, Bennett & Barnes",Columbus,Franklin,OH,Workers Compensation; Custody; HR Compliance,1992,219,(330) 503-1591,https://r3aik.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000303,Murphy Counsel,Lima,Allen,OH,Litigation; Property Law; White Collar Crime; DUI Defense,2020,109,(937) 633-8156,https://kzx49.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000304,Martin & Taylor PLLC,Dublin,Franklin,OH,Real Estate; Litigation; Property Law; Administrative Law,2000,29,(937) 595-3237,https://wvpdo.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000305,Wilkinson PLLC,Youngstown,Mahoning,OH,Estate Planning; Litigation; Real Estate,2015,116,(937) 405-1405,https://1lv2n.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000306,"Jackson, Martinez & Ortiz",Cincinnati,Hamilton,OH,Environmental Law; Visa Matters; Patent Law; Medical Malpractice,1968,8,(216) 445-8144,https://84jax.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000307,Bennett LLP,Columbus,Franklin,OH,Employment Law; Real Estate,1980,241,(937) 782-2349,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000308,Murphy Legal Group,Chillicothe,Ross,OH,Employment Law; Family Law; White Collar Crime,2022,190,(937) 807-3881,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000309,"Davis, Thomas & White",Huber Heights,Montgomery,OH,Product Liability; Family Law,2022,213,(937) 272-3348,https://gwysx.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000310,Bennett LLP,Portsmouth,Scioto,OH,Education Law; Trial Law,1974,140,(216) 635-7575,https://vc1bgtm7.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000311,Taylor Law Group,Mount Vernon,Knox,OH,Insurance Law,1971,160,(740) 355-1454,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000312,"Torres, Peterson & Clark",Athens,Athens,OH,HR Compliance; Bankruptcy; Energy Law,1960,11,(567) 942-5876,https://jh45y0prg.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000313,"Johnson, Martinez & Miller",Lima,Allen,OH,Family Law; Criminal Law,1985,144,(513) 247-1200,https://65utr5.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000314,Johnson Law Group,Youngstown,Mahoning,OH,Patent Law; Bankruptcy,2022,158,(330) 354-5170,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000315,Brown Legal Group,Lakewood,Cuyahoga,OH,Product Liability,2004,101,(567) 889-1033,https://2yp32.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000316,Anderson Legal Group,Lorain,Lorain,OH,Bankruptcy; Employment Law; Criminal Law; Trial Law,1977,203,(614) 532-9172,https://124z7hxs.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000317,"Howell, Edwards & Hernandez",Dublin,Franklin,OH,Patent Law; Custody; Corporate Law,1984,247,(937) 815-9920,https://872s6oks.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000318,"Stewart, Barnes & Ortiz",Lakewood,Cuyahoga,OH,Contract Law; Securities Law; Immigration Law,2023,117,(419) 363-3771,https://683glts0.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000319,"Lopez, Ortiz & Sutton",Sandusky,Erie,OH,Intellectual Property; Environmental Law,2010,85,(937) 997-9336,https://gyp1t.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000320,Williams Legal Services,Bowling Green,Wood,OH,Environmental Law,1994,134,(380) 321-1532,https://em08t.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000321,"Taylor, Hernandez & Morris",Delaware,Delaware,OH,Real Estate,2007,78,(419) 514-3827,https://ispomsjr.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000322,Williams & Martin Partners,Chillicothe,Ross,OH,Estate Planning,1981,101,(380) 976-8992,https://71c96h5yp.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000323,"Lee, King & Anderson",Delaware,Delaware,OH,Patent Law,1994,240,(567) 540-8323,https://q7948ucob0.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000324,Anderson & Rice Law Group,Lorain,Lorain,OH,Custody; Product Liability; White Collar Crime; Medical Malpractice,2019,198,(380) 750-9345,https://uwcs8m.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000325,Bowman Associates,Mansfield,Richland,OH,Environmental Law; Insurance Law; DUI Defense,2014,160,(419) 661-8158,https://8eoczk3f.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000326,"Stewart, Gonzalez & Graves",Huber Heights,Montgomery,OH,Contract Law; Bankruptcy; Trusts; Personal Injury,1995,245,(380) 304-2730,https://uoajp.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000327,Walker Counsel,Lakewood,Cuyahoga,OH,Medical Malpractice; Administrative Law,2021,199,(330) 271-2076,https://3t0n8d.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000328,Jones & Murphy Law Group,Elyria,Lorain,OH,Custody; Product Liability,2007,113,(513) 331-3470,https://kqetnn7b.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000329,Reyes Partners,Trotwood,Montgomery,OH,Insurance Law; Construction Law; Employment Law,1963,41,(380) 924-6436,https://0ldddlox1.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000330,Howell Law Group,Marion,Marion,OH,White Collar Crime; Probate,1982,93,(380) 290-2028,https://3sbcuw.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000331,"Murphy, Shaffer & Howell",Dublin,Franklin,OH,Trusts; Divorce; Employment Law,1979,125,(380) 935-1276,https://rvkwsj.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000332,Wilson & Stewart Law Firm,Elyria,Lorain,OH,Medical Malpractice; Administrative Law; Environmental Law,1966,159,(740) 889-5694,https://xw5wgn2s6t.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000333,Wilson & Wilson Law Group,Toledo,Lucas,OH,Compliance; Construction Law; Traffic Law; Administrative Law,1961,161,(513) 855-7787,https://q9ocqyy.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000334,Valdez Law Firm,Huber Heights,Montgomery,OH,Intellectual Property; Environmental Law,2008,29,(440) 433-8256,https://drw7t7y.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000335,"Brown, Lindsey & Phillips",Canton,Stark,OH,Family Law; Criminal Law; Trial Law,2004,88,(740) 567-5981,https://3u8xf.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000336,Morris Law Firm,Medina,Medina,OH,HR Compliance; Estate Planning,2007,152,(330) 306-6718,https://fur3mpz.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000337,"Johnson, King & Lee",Athens,Athens,OH,Commercial Law; White Collar Crime; Visa Matters,1994,209,(440) 689-6143,https://xfoalz9.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000338,"Peterson, Bennett & Phillips",Parma,Cuyahoga,OH,Construction Law; Property Law; Patent Law,1969,185,(513) 259-9011,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000339,"Campbell, Harris & Taylor",Chillicothe,Ross,OH,Property Law; Corporate Law; Real Estate,2009,75,(567) 408-4066,https://xg3nip.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000340,Gutierrez Attorneys,Dayton,Montgomery,OH,Healthcare Law,2019,22,(380) 717-9062,https://iqa7iwvyf.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000341,"Morgan, Gonzalez & Anderson",Gahanna,Franklin,OH,Bankruptcy; Nonprofit Law; Intellectual Property; Tax Law,2007,178,(567) 472-9427,https://zlsgyicw1.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000342,White LLP,Steubenville,Jefferson,OH,Probate; Commercial Law,1991,134,(380) 285-6316,https://un5moiz5.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000343,Bowman Counsel,Elyria,Lorain,OH,Litigation; Divorce,1971,26,(419) 944-6857,https://gbfp8.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000344,"Brown, Morgan & Lee",Trotwood,Montgomery,OH,Personal Injury; Intellectual Property,2010,185,(567) 997-2733,https://8aa40a23gd.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000345,Wright & Valdez PLLC,Zanesville,Muskingum,OH,HR Compliance; Probate; Construction Law; Education Law,1965,14,(740) 696-8076,https://ck7ssn6.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000346,"Cooper, Smith & Martin",Kettering,Montgomery,OH,Government Relations,1999,202,(614) 559-4444,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000347,Lee Associates,Columbus,Franklin,OH,Estate Planning; Environmental Law,1965,169,(513) 825-1795,https://pkksk2v.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000348,Bowman Legal Services,Mount Vernon,Knox,OH,Nonprofit Law,1999,248,(740) 747-6348,https://h0kj2l.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000349,"Bennett, Edwards & Campbell",Xenia,Greene,OH,Tax Law; Commercial Law; Construction Law,2014,156,(330) 207-7574,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000350,Morgan & Valdez Legal,Cincinnati,Hamilton,OH,Civil Litigation,1987,224,(567) 596-8288,https://o3mt1vqsur.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000351,Anderson Associates,Lima,Allen,OH,Energy Law; Immigration Law,2004,153,(330) 426-3470,https://23uk1r4.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000352,"Miller, Davis & Peterson",Lakewood,Cuyahoga,OH,Criminal Law; Litigation; Trusts; Corporate Law,2011,64,(513) 377-9587,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000353,Medina Legal Group,Akron,Summit,OH,Construction Law; Contract Law; DUI Defense; HR Compliance,1966,43,(513) 986-1747,https://kbptbsbtmy.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000354,Wilkinson Legal,Toledo,Lucas,OH,Healthcare Law; Tax Law; Property Law,1973,48,(513) 798-8491,https://gnb5pigoo7.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000355,Valdez & White Attorneys,Blendon,Franklin,OH,Criminal Law; White Collar Crime; Visa Matters; Bankruptcy,2000,209,(216) 395-9222,https://j1ivn35e.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000356,"Smith, Stewart & Jackson",Findlay,Hancock,OH,Personal Injury; Trusts; Corporate Law,2015,186,(567) 845-6057,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000357,"Bennett, Bennett & Young",Massillon,Stark,OH,Litigation,2018,65,(380) 462-2054,https://zyg9p6p.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000358,Gutierrez Legal Group,Cleveland,Cuyahoga,OH,Medical Malpractice; Construction Law,1984,237,(419) 427-7331,https://jwxqin0q7.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000359,Peterson Legal Group,Huber Heights,Montgomery,OH,Corporate Law; Trusts,1962,59,(330) 243-9101,https://djr1uf1ge.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000360,Howell Legal Services,Dayton,Montgomery,OH,Employment Law; Custody; White Collar Crime; Insurance Law,1993,78,(614) 690-8884,https://artfv6.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000361,Stewart Partners,Huber Heights,Montgomery,OH,Securities Law; Trial Law; Construction Law,2021,55,(330) 267-1864,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000362,"Jones, Gonzalez & Valdez",Delaware,Delaware,OH,Litigation; Trusts,1996,65,(740) 956-5134,https://w6udsznsnc.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000363,Bennett & Bowman Legal Group,Hamilton,Butler,OH,Securities Law; Visa Matters,1992,125,(614) 843-4576,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000364,Wilkinson PLLC,Tiffin,Seneca,OH,Estate Planning; Business Formation; Personal Injury; Litigation,1970,62,(740) 551-7471,https://brwky.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000365,Walker Attorneys,Akron,Summit,OH,Commercial Law,1993,111,(330) 567-3938,https://gr5jq50ev.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000366,Scott & Miller Legal Group,Gallipolis,Gallia,OH,Visa Matters; Civil Litigation,2000,242,(513) 784-3054,https://2tdkm6pa.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000367,Rodriguez Legal,Ashland,Ashland,OH,Contract Law; Commercial Law,2013,27,(513) 501-7469,https://cqj46h8.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000368,"Stewart, Walker & Wright",Massillon,Stark,OH,White Collar Crime; Business Formation; Government Relations,1971,88,(419) 444-5364,https://s3k0xr.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000369,"King, Lee & Lindsey",Hamilton,Butler,OH,Product Liability; Securities Law,1991,20,(216) 708-9960,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000370,Collins Attorneys,Tiffin,Seneca,OH,Tax Law; Education Law; Commercial Law; Bankruptcy,1985,21,(614) 411-7230,https://c6xpu.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000371,"Thomas, Gonzalez & Anderson",Sandusky,Erie,OH,Workers Compensation; White Collar Crime,1990,249,(740) 721-9148,https://kqd5rxjlc.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000372,"Taylor, Smith & Sutton",Westlake,Cuyahoga,OH,Construction Law; Bankruptcy; Visa Matters,2010,48,(440) 484-2097,https://ni7618xl.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000373,Shaffer & Torres Legal Services,Massillon,Stark,OH,Personal Injury; Divorce,2023,215,(380) 915-3235,https://380x5q5.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000374,Martin & Jones Attorneys,Newark,Licking,OH,Custody; Medical Malpractice; Energy Law,1989,115,(380) 647-3265,https://4emcx.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000375,Rogers & Morris Legal Group,Mansfield,Richland,OH,Construction Law,2005,4,(937) 370-8852,https://ho5eg.legal,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000376,"Cooper, Ortiz & Bowman",Mansfield,Richland,OH,Personal Injury,2012,138,(740) 852-4548,https://rh2gqgk1.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000377,Lopez LLC,Massillon,Stark,OH,Custody; Property Law,2001,77,(330) 244-7071,https://2v0mudyg.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000378,Collins Attorneys,Elyria,Lorain,OH,Personal Injury,2018,32,(740) 632-2931,https://462dwq53ek.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000379,"Martinez, Young & Williams",Zanesville,Muskingum,OH,Construction Law; Trial Law,1985,144,(614) 215-2712,https://bqp5giaz5q.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000380,Martin Legal Group,Gallipolis,Gallia,OH,Trial Law; DUI Defense; Compliance,1971,178,(380) 200-2113,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000381,"Rice, Hernandez & Gutierrez",Westlake,Cuyahoga,OH,White Collar Crime; Workers Compensation; Patent Law,2015,79,(330) 669-7834,https://l7bi87mvx6.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000382,"Valdez, Bennett & Campbell",Cincinnati,Hamilton,OH,Construction Law; Debt Relief,2006,56,(513) 358-6920,https://ul82i9.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000383,Bowman Associates,Cincinnati,Hamilton,OH,Intellectual Property; Probate; Patent Law; Visa Matters,2018,16,(740) 988-9956,https://zddox785b7.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000384,"Wilkinson, Campbell & Thomas",Massillon,Stark,OH,Tax Law,2010,159,(419) 259-2958,https://orfkm.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000385,"Lopez, Sutton & Walker",Gallipolis,Gallia,OH,Workers Compensation; DUI Defense,2006,183,(567) 719-4297,https://ex69x5.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000386,Hernandez Attorneys,Hamilton,Butler,OH,Administrative Law,1969,227,(567) 466-5775,https://witzoasb.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000387,"Reyes, Moore & Lopez",Findlay,Hancock,OH,Commercial Law; Criminal Law; Property Law; Custody,2010,8,(937) 478-9122,https://8twa2z7.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000388,"Taylor, Valdez & Rogers",Tiffin,Seneca,OH,Contract Law,1984,75,(216) 718-2904,https://xq5r95o.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000389,Rice & Gonzalez PLLC,Canton,Stark,OH,Intellectual Property,1983,178,(380) 458-2653,https://qo94o3vd.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000390,"Torres, Jones & Miller",Cincinnati,Hamilton,OH,Business Formation; Workers Compensation; HR Compliance,1990,183,(380) 654-7848,https://ggma88o5y.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000391,Johnson Legal Group,Steubenville,Jefferson,OH,Divorce; Property Law,1990,93,(937) 806-4499,https://zstqcnq.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000392,Gutierrez & Phillips Legal Group,Steubenville,Jefferson,OH,Property Law,2016,82,(513) 547-9238,https://raldxt.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000393,"Moore, Lewis & Peterson",Newark,Licking,OH,Business Formation; Nonprofit Law,1965,66,(937) 283-1490,https://vddtpq0.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000394,Lee PLLC,Columbus,Franklin,OH,Estate Planning,1987,247,(440) 266-1805,https://osgrkmy.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000395,Graves & Murphy Associates,Westlake,Cuyahoga,OH,Bankruptcy; Patent Law; Construction Law,1963,110,(330) 480-9878,https://szov3xy9p.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000396,Barnes & Peterson Counsel,Delaware,Delaware,OH,Civil Litigation,1965,3,(614) 360-5413,https://0gswx9dad.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000397,Peterson & Hernandez Associates,Huber Heights,Montgomery,OH,Administrative Law; Family Law; Environmental Law,1985,246,(513) 431-6426,https://9zsrtvcgl.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000398,Rodriguez Law Firm,Ashland,Ashland,OH,Medical Malpractice; Estate Planning; Trusts; Debt Relief,1994,113,(419) 497-3960,https://jukme.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000399,"Sutton, Torres & Lee",Springfield,Clark,OH,Corporate Law,2015,48,(937) 588-1740,https://9ip0x.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000400,Peterson & Stewart Law Firm,Youngstown,Mahoning,OH,Debt Relief; Custody; Education Law,1962,145,(419) 648-7892,https://ublni3.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000401,Peterson & Phillips PLLC,Xenia,Greene,OH,Criminal Law; Insurance Law,1995,90,(419) 422-9504,https://peik7ypos8.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000402,Jones Legal Services,Youngstown,Mahoning,OH,Construction Law; DUI Defense; Civil Litigation,1994,207,(380) 409-3265,https://3cvyqs.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000403,Martin LLC,Zanesville,Muskingum,OH,Trial Law; Criminal Law; Debt Relief; Civil Litigation,1978,86,(380) 644-2321,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000404,Campbell Law Group,Toledo,Lucas,OH,Real Estate; Immigration Law; Custody,1971,237,(380) 428-9883,https://zw6aikc.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000405,"Howell, Lewis & Lee",Athens,Athens,OH,White Collar Crime; Property Law,2017,204,(513) 625-7321,https://bcp9y.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000406,Gutierrez & Rogers Associates,Mansfield,Richland,OH,Bankruptcy; Education Law; Insurance Law,2008,121,(330) 816-3523,https://130nwny4y.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000407,Peterson & Clark Legal Group,Lakewood,Cuyahoga,OH,DUI Defense,2011,227,(513) 947-4783,https://cmmqt6zf3.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000408,Martinez PLLC,Steubenville,Jefferson,OH,Insurance Law; HR Compliance; Real Estate,1975,237,(419) 512-3918,https://1qtsqfj.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000409,Rodriguez & Collins Associates,Massillon,Stark,OH,Visa Matters; Construction Law,1992,236,(380) 334-6681,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000410,"King, Davis & Smith",Athens,Athens,OH,Corporate Law; Energy Law; Government Relations; Family Law,2022,119,(937) 942-4905,https://54v5vz4e.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000411,Rogers & Torres Attorneys,Westlake,Cuyahoga,OH,Contract Law; Medical Malpractice; Education Law; Construction Law,2019,168,(216) 780-4187,https://sb377ex.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000412,Williams & King Legal Services,Euclid,Cuyahoga,OH,Tax Law; Divorce; Patent Law; White Collar Crime,1999,125,(419) 720-2467,https://crbo84f6.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
